audio_path,raw_asr,after_cleanup
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0059.wav, अपको सर्ब खडे रेना मोडनें का समबली में क्या वो खडे लिए ना अपको सर्ब खडे रेना या वस दिज्दिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदि,अपको सर्ब खडे रेना मोडनें का समबली में क्या वो खडे लिए ना अपको सर्ब खडे रेना या वस दिज्दिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदि
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0060.wav, अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप �,अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप �
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0061.wav, आद तो बुगी,आद तो बुगी
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0062.wav, ये,ये
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0064.wav, जी,जी
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0065.wav, अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप �,अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप �
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0066.wav, अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप �,अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप �
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0067.wav, अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर �,अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर �
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0068.wav, भलको.,भलको.
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0069.wav, जीः,जीः
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0070.wav, आँ,आँ
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0071.wav, जी,जी
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0072.wav, अगे उनो नहीं चीडे के आपने बुध मेहनत की हैं तो इसको ये जुते देनाल पर जिलानाद बनता है नो नहीं अपनी मेहनत को लिए वेग।,अगे उनो नहीं चीडे के आपने बुध मेहनत की हैं तो इसको ये जुते देनाल पर जिलानाद बनता है 9 नहीं अपनी मेहनत को लिए वेग।
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0074.wav, अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर �,अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर �
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0076.wav, अप आप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप �,अप आप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप �
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0078.wav, अगर देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद,अगर देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0079.wav, तो बज्च्छ भी बच्छे शोर पूँज राता तो में दोज्टो के साथ पुट्वल मेच खेल राता या था आम दो बोस लोग शोट्वल मेच खेल लेए थे या आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आ�,तो बज्च्छ भी बच्छे शोर पूँज राता तो में दोज्टो के साथ पुट्वल मेच खेल राता या था आम 2 बोस लोग शोट्वल मेच खेल लेए थे या आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आ�
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0080.wav, अपने दोस्तो के साग फुत्मल के मेच लेज लागता तब ये जोर से आवाज आई किसीने गोल करने की कोचिस में जोर से गेंद मारी और सीजदे पार्ग पे खेले चोटे बच्चे के चेरे पे जालगी,अपने दोस्तो के साग फुत्मल के मेच लेज लागता तब ये जोर से आवाज आई किसीने [EN]गोल[/EN] करने की कोचिस में जोर से गेंद मारी और सीजदे पार्ग पे खेले चोटे बच्चे के चेरे पे जालगी
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0081.wav, अगर लगा लगा और लगा तुछ बच्छे तो आज़े तो आज़े ना के देखके आसने लगते हैं वो वगछ में जाए प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद �,अगर लगा लगा और लगा तुछ बच्छे तो आज़े तो आज़े ना के देखके आसने लगते हैं वो वगछ में जाए प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद �
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0083.wav, तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो त,तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो त
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0084.wav, अपने जीब से रुमाल बगरा निकागते वह आजो खोचे जो बलेट बगर लाचु निकागता प्राद बवोगर नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते,अपने जीब से रुमाल बगरा निकागते वह आजो खोचे जो बलेट बगर लाचु निकागता प्राद बवोगर नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0085.wav, अज़ा दिएद बागी सब पच्छे ये दर वड़े थीचर को दिखके थीचर आगा ये तीचर आगा पुट्चा,अज़ा दिएद बागी सब पच्छे ये दर वड़े थीचर को दिखके थीचर आगा ये तीचर आगा पुट्चा
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0086.wav, अज़ भी बाद नहीं तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग,अज़ भी बाद नहीं तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0087.wav, अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपन,अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपन
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0088.wav, अदिए तब देलुट तो अप्रे जो नमाइ साथ अनेश्पक्ते देलुट ता गि गतनान ने महाल को बजल दिया पुछ तरीके से ये अनेश्पक्ते ता ता ता जो पड़च चुप रेने वाला था और किसी चोटे बच्चे के लग्गे लग्गे लग्गे लग्गे ल�,अदिए तब देलुट तो अप्रे जो नमाइ साथ अनेश्पक्ते देलुट ता गि गतनान ने महाल को बजल दिया पुछ तरीके से ये अनेश्पक्ते ता ता ता जो पड़च चुप रेने वाला था और किसी चोटे बच्चे के लग्गे लग्गे लग्गे लग्गे ल�
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0089.wav, अपने अपने याई और वो उसको लेके गया चुप रहनेवाय लगकेने अगले कोई जुरो में ना उसकी नजरो में उपर आगया चुप रहनेवाय पन्दा और यह सा भी और सकता है तो उसने देलूत तगी कीवा तम्को समझात।,अपने अपने याई और वो उसको लेके गया चुप रहनेवाय लगकेने अगले कोई जुरो में ना उसकी नजरो में उपर आगया चुप रहनेवाय पन्दा और यह सा भी और सकता है तो उसने देलूत तगी कीवा तम्को समझात।
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0091.wav, अदिशर अप से बाच़े दे बोगत चलगा से अप ख़ाए.,अदिशर अप से बाच़े दे बोगत चलगा से अप ख़ाए.
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0000.wav, जी जी जी,जी जी जी
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0001.wav, जी भिलकुल,जी भिलकुल
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0002.wav, भिलकुल भिलकुल,भिलकुल भिलकुल
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0003.wav, बल कुड बल कुड,बल कुड बल कुड
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0004.wav, अगर मैं गो बच्पन की बाते करूं जी जी जी अगर मैं बच्पन की बात करूं तो बच्पन एक आँसा समय है जो कोई भी इनसान कभी अपनी जिन्दगी में नहीं भोल सकता अगर मैं वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो,अगर मैं गो बच्पन की बाते करूं जी जी जी अगर मैं बच्पन की बात करूं तो बच्पन 1 आँसा समय है जो कोई भी इनसान कभी अपनी जिन्दगी में नहीं भोल सकता अगर मैं वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0005.wav, अपका बच्पन के दिन आज़े दिन होते हैं जिस में कि अगर आपकोई गलती भी कर दो तो उस गलती को भी माप कर दिया जाता हैं उस गलती को भी बिलकुल नजर अंदाच कर दिया जाता हैं और काफी सारे लोग आपकी हरकतों कुद हसते हैं अपकी गलती हो पे हसते हैं,अपका बच्पन के दिन आज़े दिन होते हैं जिस में कि अगर आपकोई गलती भी कर 2 तो उस गलती को भी माप कर दिया जाता हैं उस गलती को भी बिलकुल नजर अंदाच कर दिया जाता हैं और काफी सारे लोग आपकी हरकतों कुद हसते हैं अपकी गलती हो पे हसते हैं
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0006.wav, उस्वें कोई यह यह यह अँसान इनसान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्स,उस्वें कोई यह यह यह अँसान इनसान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्सान इन्स
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0007.wav, अगर आप बाद करते हैं दुसरी ओर बच्पन की शरारते हैं तो आप आप बआकती अपने ही शरारती होता है उ अन्ने प्रकार की अलग-लक शरारते करता है मैं जानता हूँ कि आपने बहुत सारी शरारते अपने बच्पन में की हूँँँँँँँँँ,अगर आप बाद करते हैं दुसरी ओर बच्पन की शरारते हैं तो आप आप बआकती अपने ही शरारती होता है उ अन्ने प्रकार की अलग-लक शरारते करता है मैं जानता हूँ कि आपने बहुत सारी शरारते अपने बच्पन में की हूँँँँँँँँँ
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0008.wav, अपने बज्गान रगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगग,अपने बज्गान रगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगगग
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0009.wav, अज भी अपनी तादा लकती है तो बताएगे अपने कोई स्कूल में कोई अपने कोई शररत की हूं कोई मस्ती की हूं जो आपको आज भी याद आती है और आज भी आप उसको सोच कर उतना ही खृष होते है,अज भी अपनी तादा लकती है तो बताएगे अपने कोई [EN]स्कूल[/EN] में कोई अपने कोई शररत की हूं कोई मस्ती की हूं जो आपको आज भी याद आती है और आज भी आप उसको सोच कर उतना ही खृष होते है
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0010.wav, तो आपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अ,तो आपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अपकी अ
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0013.wav, अखे,अखे
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0014.wav, जी,जी
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0017.wav, बलकुल,बलकुल
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0018.wav, तीजी जी,तीजी जी
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0019.wav, बलको बलको,बलको बलको
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0020.wav, येज़़ ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई त,येज़़ ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई ताई त
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0021.wav, बल कुल बल कुल,बल कुल बल कुल
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0022.wav, जी,जी
